event_id_1pd,url,text
82811,https://t.me/lumsrc/7175,"На Мар'їнському напрямку російські війська обстрілювали Красногорівку, Курахове, Побєду, Новомихайлівку, Катеринівку, Єлизаветівку. Російська авіація завдала авіаударів по Кураховому, Новомихайлівці Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
82489,https://t.me/lumsrc/7175,"На Мар'їнському напрямку російські війська обстрілювали Красногорівку, Курахове, Побєду, Новомихайлівку, Катеринівку, Єлизаветівку. Російська авіація завдала авіаударів по Кураховому, Новомихайлівці Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
125802,https://t.me/suspilnemykolaiv/34384,"1 людина загинула, кілька поранено внаслідок ракетних ударів РФ по Миколаєву"
42676,https://t.me/lachentyt/39034,У Києві пролунали вибухи (07:41)
120831,https://t.me/itsdonetsk/134225,Пошкодження в Миколаєві внаслідок нічного російського бомбардування
354162,https://interfax.com.ua/news/general/966120.html,"Унаслідок ворожих авіаударів на Сумщині загинули дві людини, четверо поранені, під завалами може перебувати жінка - прокуратура"
321718,https://interfax.com.ua/news/general/966137.html,"Окупанти завдали авіаудару по Бериславу, постраждала жінка, пошкоджено об'єкт критичної інфраструктури - ОВА"
354161,https://www.pravda.com.ua/news/2024/02/9/7441183/,Росіяни скинули авіабомби на Сумщину: троє загиблих.
120832,https://t.me/itsdonetsk/134225,Пошкодження в Миколаєві внаслідок нічного російського бомбардування
356023,https://x.com/grntmedia/status/1756291503943565743,57 поранених внаслідок атаки російських безпілотників у Харкові за ніч
33552,https://t.me/itsdonetsk/134758,Руйнування внаслідок російського бомбардування у Великому Бурлуку за ніч
101059,https://t.me/info_zp/59497,"В Одесі внаслідок атаки безпілотників """"""""Шахед"""""""" постраждали 5 осіб"
118177,https://interfax.com.ua/news/general/966484.html,Окупанти атакували Нікопольщину дронами-камікадзе сім разів за день
107158,https://t.me/info_zp/59497,"В Одесі внаслідок атаки безпілотників """"Шахед"""" постраждали 5 осіб"
33556,https://t.me/itsdonetsk/134758,Руйнування внаслідок російського бомбардування у Великому Бурлуку за ніч
101061,https://t.me/info_zp/59497,"В Одесі внаслідок атаки безпілотників """"""""Шахед"""""""" постраждали 5 осіб"
297343,https://news.liga.net/politics/news/rossiya-zapustila-drony-kamikadze-vzryv-v-dnepre,"дополнено
Россия запустила дроны-камикадзе: бьет по гражданской инфраструктуре Днепра"
338246,https://espreso.tv/viyna-z-rosiyeyu-okupanti-zavdali-naybilshe-aviaudariv-po-avdiivskomu-napryamku-vid-pochatku-roku-komanduvach-tarnavskiy,Окупанти завдали найбільше авіаударів по Авдіївському напрямку від початку року
220448,https://espreso.tv/viyna-z-rosiyeyu-okupanti-atakuvali-bezpilotnikom-dvorichnu-na-kharkivshchini-postrazhdali-dvoe-lyudey,Окупанти атакували безпілотником Дворічну на Харківщині: постраждали двоє людей
201563,https://interfax.com.ua/news/general/967441.html,"Окупанти скинули авіабомби на Вільхуватську громаду Куп'янського району, двоє мирних жителів загинули"
220449,https://www.unian.ua/war/okupanti-vdarili-kerovanimi-aviabombami-po-harkivshchini-ye-zagibli-novini-harkova-12544935.html,Окупанти вдарили керованими авіабомбами по Харківщині: є загиблі
201579,https://espreso.tv/viyna-z-rosiyeyu-rosiyani-skinuli-12-aviabomb-na-kupyansk,Росіяни скинули 12 авіабомб на Куп'янськ: є поранені
201584,https://espreso.tv/viyna-z-rosiyeyu-rosiyani-skinuli-12-aviabomb-na-kupyansk,Росіяни скинули 12 авіабомб на Куп'янськ: є загиблі й поранені
220460,https://www.pravda.com.ua/news/2024/02/19/7442609/,"Росіяни скинули авіабомби на Вільхуватку на Харківщині, є постраждала."
368727,https://interfax.com.ua/news/general/968329.html,Унаслідок ворожого авіаудару по Сумській області загинуло двоє людей
321721,https://x.com/MKava0224/status/1759866630195093984,"У Бериславі російський безпілотник скинув вибуховий пристрій, один чоловік отримав поранення"
300663,https://t.me/kharkivlife/76796,У Харківській області сталося 2 вибухи
201596,https://news.liga.net/region_news/news/rossiya-udarila-dronom-kamikadze-po-grazhdanskomu-avto-pod-kupyanskom-dvoe-pogibshih-foto,Россия ударила дроном-камикадзе по гражданскому авто под Купянском: двое погибших – фото
99848,https://interfax.com.ua/news/general/968820.html,"Росіяни завдали авіаударів по Оріхову та інших населених пунктах області, є руйнування"
338623,https://ria.ru/20240221/avdeevka-1928855965.html,Медведев назвал взятие Авдеевки крупным успехом российских войск
313696,https://www.pravda.com.ua/news/2024/02/21/7442955/,Армія РФ вдарила з безпілотника по селу на Херсонщині: є постраждалі.
360975,https://t.me/lumsrc/7312,"На Лиманському напрямку російські війська обстрілювали Макіївку, Невське Луганської області, Терни, Торське, Серебрянку, Спірне Донецької області. Російська авіація завдала авіаударів по Роздолівці, Веселому Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
361033,https://t.me/lumsrc/7312,"На Лиманському напрямку російські війська обстрілювали Макіївку, Невське Луганської області, Терни, Торське, Серебрянку, Спірне Донецької області. Російська авіація завдала авіаударів по Роздолівці, Веселому Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
360863,https://t.me/lumsrc/7312,"На Лиманському напрямку російські війська обстрілювали Макіївку, Невське Луганської області, Терни, Торське, Серебрянку, Спірне Донецької області. Російська авіація завдала авіаударів по Роздолівці, Веселому Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
82815,https://news.liga.net/politics/news/rossiyane-udarili-po-kurahovomu-aviabomboyu-kab-250-devyat-ranenyh,Россияне ударили по Курахово авиабомбой КАБ-250: девять раненых
82814,https://www.pravda.com.ua/news/2024/02/22/7443134/,Ворог скинув авіабомби на Курахове: 9 поранених.
297424,https://news.liga.net/politics/news/posledstviya-dronovoy-ataki-na-dnepr-krome-mnogoetazhki-povrezhdeno-predpriyatie-foto,Последствия дроновой атаки на Днепр: кроме многоэтажки повреждено предприятие – фото
207396,https://x.com/hochu_dodomu/status/1761034566096056684,Російська авіація бомбардує Красногорівку 1500 кг керованими бомбами
72811,https://t.me/Donbas_Operativnyi/71175,Руйнування в Селидовому внаслідок російського бомбардування
207397,https://x.com/hochu_dodomu/status/1761034566096056684,Російська авіація бомбардує Красногорівку 1500 кг керованими бомбами
72813,https://t.me/Donbas_Operativnyi/71175,Руйнування в Селидовому внаслідок російського бомбардування
98034,https://t.me/lumsrc/7334,"На авдіївському напрямку російські війська обстріляли Новобахмутівку, Очеретине, Первомайське, Невельське Донецької області. Російська авіація завдала авіаударів по Олександрополю, Новоселівці Першій, Бердичам, Семенівці, Новобахмутівці, Орлівці Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
98004,https://t.me/lumsrc/7334,"На авдіївському напрямку російські війська обстріляли Новобахмутівку, Очеретине, Первомайське, Невельське Донецької області. Російська авіація завдала авіаударів по Олександрополю, Новоселівці Першій, Бердичам, Семенівці, Новобахмутівці, Орлівці Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
354213,https://interfax.com.ua/news/general/969818.html,Від нічного ворожого авіаудару загинуло двоє людей на Сумщині
1183,https://x.com/ZaxidNet/status/1762097443582161254,"СБУ викрила подружжя агентів ФСБ, яке готувало ракетний удар по електростанціям у Львівській області"
364341,https://www.pravda.com.ua/news/2024/02/26/7443772/,На Таврійському напрямку ворог посилює авіаудари та кількість штурмів – Тарнавський.
354212,https://www.pravda.com.ua/news/2024/02/26/7443702/,На Сумщині від нічного авіаудару росіян загинуло подружжя.
338727,https://www.unian.ua/war/taki-ptashki-bombili-avdijivku-ignat-rozpoviv-pro-zbitiy-su-34-12556548.html,"Такі """"пташки"""" бомбили Авдіївку: Ігнат розповів про збитий Су-34"
201624,https://espreso.tv/viyna-z-rosiyeyu-rosiyani-skinuli-aviabombi-na-tsentr-kupyanska-e-zhertvi-pid-zavalami-zalishayutsya-lyudi,"Росіяни скинули авіабомби на церкву в Куп'янську: серед загиблих пастор, є поранені"
95242,https://interfax.com.ua/news/general/970493.html,"Ворог завдав авіаудару по залізничному вокзалу у Великому Бурлуці Харківської області, загинули чоловік і дитина"
254150,https://interfax.com.ua/news/general/970493.html,"Ворог завдав авіаудару по залізничному вокзалу у Великому Бурлуці Харківської області, загинули чоловік і дитина"
299768,https://x.com/nakipeloua/status/1762738310982586721,"У Дергачах Харківської області внаслідок атаки безпілотників """"""""Шахед"""""""" постраждав житловий будинок"
16464,https://www.pravda.com.ua/news/2024/02/29/7444338/,Росіяни скинули авіабомбу на прифронтове село в Запорізькій області: загинула людина.
299771,https://x.com/nakipeloua/status/1762738310982586721,"У Дергачах Харківської області внаслідок атаки безпілотників """"""""Шахед"""""""" постраждав житловий будинок"
16471,https://espreso.tv/viyna-z-rosiyeyu-okupanti-skinuli-aviabombi-na-zhitlovi-budinki-na-zaporizhzhi-zaginuv-cholovik-e-poraneni,"Окупанти скинули авіабомби на житлові будинки на Запоріжжі: загинув чоловік, є поранені"
364837,https://t.me/dvish_alive/34253,В результаті атаки російських безпілотників у Харкові пошкоджено кілька автомобілів і будівлі
82826,https://espreso.tv/viyna-z-rosiyeyu-rosiyani-skinuli-aviabombu-na-kurakhove-poraneno-16-lyudey,Росіяни скинули авіабомбу на Курахове: поранено 16 людей
82827,https://interfax.com.ua/news/general/971250.html,"Окупанти завдали авіаудару по центру Курахового, пошкоджено 15 багатоповерхівок, 16 жителів поранено"
364839,https://t.me/dvish_alive/34253,В результаті атаки російських безпілотників у Харкові пошкоджено кілька автомобілів і будівлі
118212,https://interfax.com.ua/news/general/971321.html,"Окупанти атакували дроном-камікадзе Нікопольський район, є пошкодження"
313757,https://www.pravda.com.ua/news/2024/03/4/7444957/,Повітряні сили уразили об’єкт ворога на Херсонщині французькою авіабомбою.
329018,https://espreso.tv/news-rosiyani-zapustili-shakhedi-na-odeshchinu-v-oblasti-pratsyue-ppo-i-chutno-vibukhi,"Росіяни атакували """"шахедами"""" Одещину, збито 18 дронів. Пошкоджено рекреаційний об'єкт"
214253,https://t.me/lumsrc/7420,"На Новопавлівському напрямку російські війська обстріляли Красногорівку, Георгіївку, Парасковіївку, Вугледар Донецької області. Російська авіація завдала авіаудару по Костянтинівці Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
214118,https://t.me/lumsrc/7420,"На Новопавлівському напрямку російські війська обстріляли Красногорівку, Георгіївку, Парасковіївку, Вугледар Донецької області. Російська авіація завдала авіаудару по Костянтинівці Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
354235,https://espreso.tv/news-na-sumshchini-rosiyani-vpershe-zastosuvali-kasetni-aviabombi-ta-zaminuvali-z-povitrya-dva-sela,На Сумщині росіяни вперше застосували касетні авіабомби та замінували з повітря два села
44281,https://x.com/UKRINFORM/status/1765290273607745963,"У Сумах внаслідок атаки російського безпілотника поранено 7 осіб, серед них дитина"
30574,https://interfax.com.ua/news/general/972047.html,"Унаслідок ворожого авіаудару по Вовчанську загинула мирна жителька, ще одна поранена"
213601,https://www.pravda.com.ua/news/2024/03/7/7445453/,"Окупанти скинули авіабомбу на Костянтинівку, постраждало двоє цивільних."
273541,https://www.pravda.com.ua/news/2024/03/7/7445401/,Росіяни скинули авіабомбу на Торецьк: є поранені.
356885,https://t.me/ukrinform_news/125344,"Російська авіація завдала авіаудару з використанням керованої бомби по Вовчанську, 1 людина загинула, ще одна поранена"
44282,https://x.com/UKRINFORM/status/1765290273607745963,"У Сумах внаслідок атаки російського безпілотника поранено 7 осіб, серед них дитина"
107364,https://news.liga.net/politics/news/prilety-pod-odessoy-rossiyane-udarili-shahedami-po-obektu-infrastruktury-byl-pozhar,"Прилеты под Одессой. Россияне ударили """"шахедами"""" по объекту инфраструктуры, был пожар"
356889,https://t.me/ukrinform_news/125344,"Російська авіація завдала авіаудару з використанням керованої бомби по Вовчанську, 1 людина загинула, ще одна поранена"
110819,https://t.me/lumsrc/7449,"На Херсонському напрямку російські війська обстріляли місто Херсон, Тягинку, Іванівку, Кринки, Новотягинку, - йдеться у вечірньому зведенні Генштабу ЗСУ"
372939,https://t.me/lumsrc/7446,"На авдіївському напрямку російські війська обстрілювали Новобахмутівку, Бердичі, Первомайське та Невельське Донецької області. Російська авіація завдала авіаударів по Новоолександрівці, Прогресу, Новобахмутівці, Бердичам Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
372933,https://t.me/lumsrc/7446,"На авдіївському напрямку російські війська обстрілювали Новобахмутівку, Бердичі, Первомайське та Невельське Донецької області. Російська авіація завдала авіаударів по Новоолександрівці, Прогресу, Новобахмутівці, Бердичам Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
240017,https://t.me/suspilnenews/30011,У Херсоні пролунали вибухи
354252,https://espreso.tv/viyna-z-rosiyeyu-rosiyani-zavdali-aviaudaru-po-budinku-na-sumshchini-postrazhdala-bagatoditna-rodina,Росіяни завдали авіаудару по будинку на Сумщині: постраждала багатодітна родина
201661,https://interfax.com.ua/news/general/972908.html,Росіяни скинули авіабомбу на житловий будинок у Куп'янську
